,name
915,Aquaviron 40mg Capsule
916,Alprax Z 0.25 mg/3 mg Tablet
917,AZIDUS 500 MG TABLET
918,Azulix MV 2mg/500mg/0.2mg Tablet SR
919,Androgel
920,Afoglip M  1000 Tablet ER
921,Acivir 500 Infusion
922,Amclav 625 mg Tablet
923,Alphagan Ophthalmic Solution
924,Acepar 100mg/325mg Tablet
925,Azibact 200 Readymix Oral Suspension
926,ANALGIN 500MG TABLET
927,Allerkast LC Tablet
928,Amnuring 10 Tablet SR
929,Amlip 10 Tablet
930,Azrolid 500mg Tablet
931,Amlip 2.5 Tablet
932,Atrodex-C Eye Drop
933,Alorti Tablet
934,Ambistryn-S 1gm Injection
935,Atonide Cream
936,Amicin 500mg Injection
937,Alkarate Liquid
938,Airtec SF 250 Instacap
939,Aceloflam Plus Tablet
940,Antixa 60mg Injection
941,Apraize 30mg Tablet
942,Androfil Gel
943,Alrista SR Tablet
944,Alerfix Tablet
945,Atormac Gold 20 Capsule
946,Azithral-XL 100 Liquid
947,Azomycin 500mg Tablet
948,Alconol 500mg Tablet
949,Antipreg Kit
950,Anin 500mg Injection
951,Anaflam XP 100mg/325mg Tablet
952,Amlodac T 40 mg/5 mg Tablet
953,Ambrolite Cold Syrup
954,Antiflu 12mg/ml Syrup
955,AF -C Dusting Powder
956,Amnurite  25 Tablet SR
957,Amlovas-L Tablet
958,Amlopin-M 5mg/25mg Tablet
959,Aziwok 600 Tablet
960,Agenon Softgel Capsule
961,Azithral-A 500 Tablet SR
962,Anaflam Xps  Tablet
963,Azimax 250 Tablet
964,Acamptas 333 Tablet
965,Airz 25F Capsule
966,Afderm-MN + Cream
967,AF 300 Tablet
968,Axcer  60mg Tablet
969,Amrobrut Cream
970,Alfugress Tablet PR
971,Armod 50 Tablet
972,A-Ret 0.025% Gel
973,Aciban 40 Tablet
974,Atorsave D 10 Tablet
975,Amoxil 250mg Capsule
976,Aminowel Infusion
977,Alzil-M 10 Tablet
978,Amipride 50 Tablet
979,Azusa 8mg Tablet
980,Azimax 200 Dry Syrup
981,Analiv 500 Tablet
982,Atorva TG Tablet
983,Adfrar Injection
984,Alaspan AG Syrup
985,Actoid 25mg Capsule
986,Alzero M Tablet
987,Anoxilin 60mg Injection
988,Alex+ Syrup
989,Atocor 40 Tablet
990,Alkanil Syrup
991,Aztor EZ Tablet
992,Act Nvp Tablet
993,Abvida 50mg Tablet
994,Arvast-CF 10 Capsule DR
995,Albimol 650mg Tablet
996,Amoxy 500mg Capsule
997,Azitro 500mg Tablet
998,Amaryl MP 2mg Tablet SR
999,Amlosafe 2.5 Tablet
1000,Amlovas-M 5/25 Tablet PR
1001,Azeldip 16 Tablet
1002,Ablung 200mg Tablet SR
1003,Augxetil CV 500 Tablet
1004,Aceclomax-SP Tablet
1005,Actiheal-D Tablet
1006,Azelast Nasal Spray
1007,Anafortan Drop
1008,Amoxyclav 1000 mg/200 mg Injection
1009,Amlodac AT Tablet
1010,Asthakind-LS Drop
1011,Azican LB 500 Tablet
1012,Alriza 15 Tablet
1013,Amlopres 10 Tablet
1014,Alkof Syrup Orange
1015,Alkasol Oral Solution Sugar Free
1016,Ace Revelol 25/2.5 Tablet ER
1017,Avas 20 Tablet
1018,Azifast 250 Tablet
1019,Anti-Thyrox 5 Tablet
1020,Anti-Thyrox 5 Tablet
1021,Angised 0.5mg Tablet
1022,Aciloc Only Oral Liquid
1023,Atormac CV 20 Capsule
1024,Asthakind-LS Junior Expectorant
1025,Actibile 150 Tablet
1026,Acnewar Plus Gel
1027,Andox 100mg Tablet
1028,Araflu 400 Tablet
1029,Amlokem M 5/50 Tablet
1030,Azithral Junior 200mg/5ml Drop
1031,Acrotac 10mg Capsule
1032,Agna 25000 Capsule DR
1033,Atropine 1% Eye Drop
1034,Arifine 2.5 Tablet
1035,Amodep-TMH Tablet
1036,Atorsave CV 10 Capsule
1037,Arbitel-AV Tablet
1038,AD 10mg Sachet
1039,Atorbest 10 Tablet
1040,Amcard 2.5 Tablet
1041,App UP 4mg Tablet
1042,Amitryn-C Tablet
1043,Akem Tablet DT
1044,Anset 4mg Tablet MD
1045,Aldigesic TH 100mg/4mg Tablet
1046,Aristogyl 400 Tablet
1047,Add Fresh Tears Eye Drop
1048,Ascochew-D Soft Gelatin Capsule
1049,Advent 1.2gm  Injection
1050,Altoran 40 Tablet
1051,Amlace Tablet
1052,Abevmy 100mg Injection
1053,Acenac-SR Tablet
1054,Amace Tablet
1055,Ark-AP Tablet
1056,Acenext SP 100 mg/500 mg/15 mg Tablet
1057,Azibact LR Readymix 200
1058,Acemiz 100mg Tablet
1059,Arip MT 15 Tablet
1060,Alkasol Oral Solution Sugar Free
1061,Accuzon 1g Injection
1062,Acitrom 0.5 Tablet
1063,A Ret HC Cream
1064,Abmont 3D 10mg/120mg/200mg Tablet
1065,Atrovas 40mg Tablet
1066,AVENE (ABBOTT) 0.5mg/10mg Tablet
1067,Axalin  Expectorant
1068,Anglit 2.6 Tablet CR
1069,Appe Eye Drop
1070,AT Plus Artificial Tears
1071,Alkof LS Syrup
1072,Atorva 5 Tablet
1073,AUGMENTIN 375 DUO TABLET
1074,Ampilox CV DDS Syrup
1075,Alriza 10 Tablet
1076,Alpenam O 200mg Tablet
1077,Amlovas-AT 25 Tablet
1078,Ablung 100mg Capsule
1079,Asthalin AX JR Expectorant
1080,Alparazole 0.5mg Tablet
1081,Addna Tablet
1082,Ace Revelol 50/5 Tablet ER
1083,Albudac 20% Injection
1084,Anaproct Ointment
1085,Aloja 12.5 Tablet
1086,Amlogard 10mg Tablet
1087,Azinix 500mg Tablet
1088,Agra 50mg Tablet
1089,Atorlip 80 Tablet
1090,Amlodac 10 Tablet
1091,Addkay Tablet PR
1092,Alkem Piroxicam Injection
1093,Amlosafe MT 25 Tablet PR
1094,Aciko-SP Tablet
1095,Azithral 5D Tablet
1096,Amlopin 2.5 Tablet
1097,Azirox 500mg Tablet
1098,Apxenta Tablet
1099,Atazis 25mg Tablet
1100,Accuzon Plus 1.5gm Injection
1101,Asar-CT 40/12.5 Tablet
1102,Atorec 10 Tablet
1103,Azee 200 DT Tablet
1104,Adriamycin 50mg Injection
1105,Aldactone Plus 25mg/20mg Tablet
1106,Angizaar 50 Tablet
1107,Asmotone Plus Syrup
1108,Altonil 5 Tablet MD
1109,Azuvas 20-Gold Capsule
1110,Acera 20 Capsule
1111,Actifed Plus Tablet
1112,Astin 10 Tablet
1113,Angiplat 6.5 Capsule TR
1114,Alex+ Syrup Sugar Free
1115,Acceclowoc SP 100 mg/500 mg/15 mg Tablet
1116,Alene Gel
1117,Albiomin 5% Infusion
1118,Aristogyl-F Tablet
1119,Atorsave 80 Tablet
1120,Anawin 0.5% Injection
1121,Amfocin Cream
1122,Azibest 250mg Tablet
1123,Acetamide 250mg Tablet
1124,Amrolmac Cream
1125,Azikind 250mg Tablet
1126,Alkof Junior Syrup
1127,Azulix 3 MF Forte Tablet PR
1128,Ambrolite D Plus Syrup
1129,Acegaba NT 400mg/10mg Tablet
1130,Althrocin 100mg Drop
1131,Ascapil A Tablet
1132,Arpimune ME 100mg Capsule
1133,Afitra 100 Capsule
1134,Amaryl MP 1mg Tablet SR
1135,Alflox TZ 400mg/600mg Tablet
1136,Albium 10mg Tablet
1137,ANZILUM 0.25 MG TABLET
1138,Adrenor 4mg Injection
1139,Arvast 20 Tablet
1140,Azi 500mg Tablet
1141,Avastin Injection
1142,Alex P Paed Drop
1143,Azee 1000 Tablet
1144,Amlor 5mg Tablet
1145,Azifast Gel
1146,Aziford 500mg Tablet
1147,Atropine Sulphate 0.6mg Infusion
1148,Alkepin Odt 12.5mg Tablet
1149,Aclind BP 5% Gel
1150,Arolson Cream
1151,Alaspan Oral Solution
1152,Anafortan DS   50 mg/500 mg Tablet
1153,Abendol Plus 12mg/400mg Tablet
1154,Ambizyme 300mg Tablet
1155,Amrox-LS Syrup
1156,Alkepin Odt 100mg Tablet
1157,Alrista Plus Tablet SR
1158,Aldostix 20 mg/50 mg Tablet
1159,Apraize 10 Tablet
1160,Avonza Tablet
1161,Acnestar 20mg Capsule
1162,Amlovas XM  5/50 Tablet
1163,Aggribloc 5mg Infusion
1164,Acemiz 200 SR Tablet
1165,Aminoven Infant Infusion
1166,Anomed L Cream
1167,Apresol Plus Tablet
1168,Aclofen Plus Tablet
1169,Alerfri Tablet
1170,Anxiset Plus 0.5 mg/10 mg Tablet
1171,Azibact LR 100 Readymix
1172,Acibro Plus Tablet SR
1173,Acneclin Gel
1174,Arzu 10 Tablet
1175,Apilysin Syrup
1176,Angizaar-H Tablet
1177,Amlovas-M 2.5/25 Tablet
1178,Anxipam 0.5mg Tablet MD
1179,Abz 400mg Tablet
1180,Acolate P Plus Tablet
1181,Ayufen P Injection
1182,Actamase 1000 mg/125 mg Injection
1183,Arbitel-AMH Tablet
1184,Avomine 25mg Tablet MD
1185,Alkasol Oral Solution
1186,Aginal 5 Tablet
1187,Actilyse 20mg Injection
1188,Arnold 250mg Injection
1189,Atorec 20 Tablet
1190,Asolt-AT Tablet
1191,Acnetoin Gel
1192,Ascovent 100mg Capsule
1193,Arte Plus CD Tablet
1194,Antiplar 75mg Tablet
1195,Amnurite Beta 10/40 ER Tablet
1196,Amitryptyline 10mg Tablet
1197,Atorfit 20 Tablet
1198,Aceret 25 Capsule
1199,Amoxycillin  250mg Capsule
1200,Amrobrut Cream
1201,Alprax Z 0.5 mg/3 mg Tablet
1202,Acutret 5 Capsule
1203,Azulix 4 MF Forte Tablet PR
1204,Amoxil 250mg Tablet DT
1205,Aristogyl-F Oral Suspension
1206,Androtas Gel
1207,Aclovin-SP Tablet
1208,Acinil-O Oral Suspension
1209,Atlura 40 Tablet
1210,Amitop M 5mg/1500mcg Tablet
1211,Abirapro 250mg Tablet
1212,Advanced LCF Kid Expectorant
1213,Amlodac CH Tablet
1214,Anthocyn-TX Cream
1215,Alkalith Syrup
1216,Adapure Gel
1217,Advent Forte 457mg Syrup Tangy Orange
1218,Aceclowal P 100mg/500mg Tablet
1219,Amluck Cream
1220,Acimol 200mg Tablet SR
1221,Amnuring 5 Tablet SR
1222,Atorfit CV 20 Capsule
1223,Amazeo 100 Tablet
1224,Abixim 200mg Tablet
1225,Ata Tablet
1226,Atocor-CV 20 Capsule
1227,Avoprost D 8mg/0.5mg Capsule
1228,Azim 500mg Tablet
1229,Ascochew Chewable Tablet Orange
1230,Acton-OR Plus+ Tablet
1231,Aclonac Tablet
1232,Anglopar 500mg Tablet
1233,Azee XL 100mg Dry Syrup Peppermint
1234,Amortive Cream
1235,Alkem Cold 5 mg/500 mg/5 mg Tablet
1236,Alcros 200 Capsule
1237,Allercet-M Syrup
1238,Aceloflam Plus Tablet
1239,Altam 25mg Tablet
1240,Acyclovir Eye Ointment
1241,Azivent 250 Tablet
1242,Answell 400 mg/325 mg Tablet
1243,Adneon 6mg Injection
1244,Aricep-M  Forte Tablet
1245,Alzil 10 Tablet
1246,Atacurium 50mg Injection
1247,Aphexine 200mg Tablet
1248,Atorec CV 10 Capsule
1249,AF-K Lotion
1250,Alkaline Citrate 1.4gm/5ml Liquid
1251,Azulix MV 1mg/500mg/0.3mg Tablet SR
1252,Alcon Brimo Eye Drop
1253,Amide 25 Tablet
1254,Abixim O Tablet
1255,Arigaba Ointment
1256,Alcarex KT Eye Drop
1257,Andriol 40mg Testocap
1258,Anxit 0.5 SR Tablet
1259,Altacef 250mg Tablet
1260,Amitril 10mg Tablet
1261,Atrovas 10mg Tablet
1262,Alkepin Odt 25mg Tablet
1263,Arreno Capsule ER
1264,Anabrez Tablet
1265,Amaryl MP 2mg Tablet ER
1266,Atrest 25 Tablet
1267,Amipace 200 Tablet
1268,Albutamol Neo Syrup
1269,Alfa GPC Tablet
1270,Atorec-F Tablet
1271,Actamase Forte 2000mg/250mg Powder for Injection
1272,Apriglim-MV 2 Tablet SR
1273,Auxerg Cream
1274,Axinerve-NP Tablet
1275,Acotibien 100mg Tablet
1276,Atocor 20 Tablet
1277,Adlumab 40mg Injection
1278,Alex Cold Syrup Berry
1279,Arpizol 20 Tablet
1280,Adaple 0.1% Gel
1281,Alfakit Tablet
1282,Apex 0.5mg Tablet
1283,Acenext MR 100mg/325mg/250mg Tablet
1284,Asunra 400mg Tablet
1285,Alenix 5 Tablet
1286,Alp 0.25mg Tablet
1287,Amigold 100 Tablet
1288,Amipace 100 Tablet
1289,Arvast F 10 Tablet
1290,Aquaray Eye Drop
1291,Arophyll HD 10mg/120mg/200mg Tablet
1292,Atorfen 10 Tablet
1293,Am-Exidil 5 Topical Solution
1294,Alkasol Oral Solution
1295,Aquanac Eye Drop
1296,Acolate Tablet
1297,Almox 250 mg Tablet DT
1298,Amoxy 250mg Capsule
1299,Apraize 20 Tablet
1300,Attentrol 10mg Capsule
1301,Azivista 500mg Tablet
1302,Aluvia 200mg/50mg Tablet
1303,Asthakind-LS Expectorant Cola Sugar Free
1304,Ampoxin Dry syrup
1305,Acsolve C Gel
1306,Altonil Plus 5 Tablet
1307,Arixtra 7.5mg Injection
1308,Axepta 18mg Tablet
1309,A Plus 100mg/500mg Tablet
1310,Antegy Tablet
1311,Aplevant 0.75mg Pre-filled Pen
1312,Abpress Eye Drop
1313,Amloz AT 25 Tablet
1314,Angicam LT 50 mg/5 mg Tablet
1315,Amortas Cream
1316,Alerchek Ophthalmic Solution
1317,Amipride 100 Tablet
1318,Avas 80 Tablet
1319,Azirite 500mg Tablet
1320,Arflur CR  Tablet
1321,Adenomac 400 Tablet
1322,Azax Kid Tablet
1323,Allercet Cold Syrup
1324,Acytine Tablet
1325,Amlopin 10 Tablet
1326,Acecare SP Tablet
1327,Actoid 10 Capsule
1328,Atrovas 20mg Tablet
1329,Aclopar SP 100mg/325mg/10mg Tablet
1330,Asomex-AT 5 Tablet
1331,Amtas-E Tablet
1332,Altonil Plus 10 Tablet
1333,Amlomed AT 5 mg/50 mg Tablet
1334,Azobril Cream
1335,Adgaba Gel
1336,Alert 120mg Tablet
1337,Azro 500 Tablet
1338,AM Laqer Nail Lacquer
1339,Aplex 30mg Tablet
1340,Alsartan AM Tablet
1341,AVONEX 30 MCG INJECTION
1342,Asomex-TM 5 Tablet
1343,Acucort 100mg Injection
1344,Armod 150 Tablet
1345,Amvasc 5mg Tablet
1346,Acedril Forte 100mg/600mg Tablet
1347,Amazeo 50 Tablet
1348,Atorlip 5 Tablet
1349,Arvast CV 10 Capsule
1350,Azom 1gm Injection
1351,Abel-CT 40mg/12.5mg Tablet
1352,Amlosafe H Tablet
1353,Aceron TC Tablet
1354,Arvast Gold 10mg Tablet
1355,Anfoe 6000IU Injection
1356,Aculip 25 mg/10 mg Tablet
1357,Alsartan 50 Tablet
1358,Aldigesic-Rab Capsule SR
1359,ASA 50mg Tablet
1360,Alastin AM Tablet
1361,Aspirin  50mg Tablet DR
1362,Altraflam-P Tablet
1363,Aqua Ear Drop
1364,Amphotin Lip 25mg Injection
1365,Amikacin 250mg Injection
1366,Amiodar 200 Tablet
1367,Aggramed 5mg Infusion
1368,Aspisol 150 Tablet
1369,Allerduo 20mg/10mg Tablet
1370,Arip MT 15 Tablet
1371,Azysafe 500mg Tablet
1372,Amnurite P 10mg/75mg Tablet
1373,Atrovast 40mg Tablet
1374,Arvast 5 Tablet
1375,Aretha Tablet
1376,Anidox-LB Capsule
1377,Azukon-M  Tablet
1378,Acefile SP 100mg/325mg/10mg Tablet
1379,Amoron Cream
1380,Advent 457mg Tablet DT
1381,Acenac-SP Tablet
1382,Accurate 10 mg/150 mg Tablet
1383,Alfugress-D  Tablet ER
1384,Atorsave F Tablet
1385,Aspen SP Tablet
1386,Airtab-FX Tablet
1387,Apriglim-MV 303 Tablet SR
1388,Alcet 5mg Tablet
1389,Aqua D3 60K Soft Gelatin Capsule
1390,Amlopres Trio Tablet
1391,Arflur-MR Tablet
1392,Aclozest SP Tablet
1393,Aztor EZ 20 mg/10 mg Tablet
1394,Ampoxin 500mg Injection
1395,Azep Nasal Spray
1396,Amclaid 625 Tablet
1397,Amiodon 150mg Injection
1398,Acibro 100mg Capsule
1399,Acendol-R Capsule SR
1400,Aulin 100mg Tablet
1401,Atorastin 40 Tablet
1402,Algest SR 200 Tablet
1403,Ascoril LS Junior Syrup
1404,Azapure Tablet
1405,AG 500mg Tablet
1406,Advan-THF Cream
1407,Amorfine Cream
1408,Aeovit-Q10 Softgel Capsule
1409,Alnex NT 75mg/10mg Tablet
1410,Alprax 1.5mg Tablet SR
1411,Antidep 75 Tablet
1412,Aquagest 25mg Injection
1413,Azibact 100 Readymix Oral Suspension
1414,Aquaray Gel
1415,Anti-Thyrox 20 Tablet
1416,Alcof D Syrup
1417,Admol 650mg Tablet
1418,Acebrobid SR Tablet
1419,Artacil 50mg Injection
1420,Adlene 0.1% Gel
1421,Azadine Injection
1422,Augpen HS 200 mg/28.5 mg Suspension
1423,Acupenem 1000mg Injection
1424,Angizem CD 120 Capsule ER
1425,Adiza Tablet
1426,Azac Soap
1427,Avinorm Tablet
1428,Angionox 40mg Injection
1429,Acenext 100mg Tablet
1430,Azelast Eye Drop
1431,Asar-CT 40/6.25 Tablet
1432,Add App 2mg/5ml Syrup
1433,Amisant 50 Tablet
1434,Avomine 25mg Tablet
1435,Actorise 40 Injection
1436,Alora 0.25mg Tablet
1437,Amlosafe TM 80 Tablet
1438,Antegy M 20mg/10mg Tablet
1439,Adova Capsule
1440,Avort Kit
1441,Atecard D Tablet
1442,Anxinil 0.5mg Tablet
1443,Airflow HD Tablet
1444,Azildac 80 Tablet
1445,Albudac 20% Injection
1446,Alakast FA 10mg/120mg/200mg Tablet
1447,Anomex Suppository
1448,Apitone Plus Syrup
1449,Aldep 10mg Tablet
1450,Acemax 250mg Tablet
1451,Ambulax-FM Tablet
1452,Acutrol C 800 Tablet
1453,Alatro Tablet
1454,Amilab 500mg Injection
1455,Alburel-OS Solution For Infusion
1456,Acnovate-Trio Gel
1457,Alprocontin 0.5mg Tablet
1458,Azee 100mg Tablet DT
1459,Amitone Forte 25 mg/10 mg Tablet
1460,Azythrox 500mg Tablet
1461,Axepta 25mg Tablet
1462,Addwize OD 18mg Tablet
1463,Algoset-Plus Tablet
1464,Amtas HT Tablet
1465,Accuzon 500 Injection
1466,Arigaba NT Tablet
1467,Aphyren 200 SR Tablet
1468,Addex 500mg Ointment
1469,Amaryl 4mg Tablet
1470,Altacef Suspension
1471,Arinac Forte 400 mg/60 mg Tablet
1472,Aldoxyl LB 100mg Tablet
1473,Avessa 250 Inhaler
1474,Afoglip M  1000 Tablet ER
1475,Acipsor 25mg Capsule
1476,Adenosine 3mg Injection
1477,Amicobal PG 10mg/75mg Tablet
1478,Arganat 250mg Injection
1479,Asomex-LT Tablet
1480,Azithral Eye Drop
1481,Asklerol 3% Injection
1482,Ampilox 500 mg/500 mg Injection
1483,Azerva 20 Tablet
1484,Altime CF Syrup
1485,Aceday 100mg Tablet
1486,AbhayRIG 300IU Injection
1487,Alkastar Syrup
1488,Actizer Syrup
1489,Azulix MV 1mg/500mg/0.2mg Tablet SR
1490,Attentrol 18 Capsule
1491,Algina Plus 50mg/650mg Tablet
1492,Atorec Gold 20 Capsule
1493,Assault Novo 200 mg/500 mg Tablet
1494,Amlenox Oral Paste
1495,Adnurve SR Tablet
1496,Afenak Plus 100 mg/500 mg Tablet
1497,Ambulax ETM Tablet
1498,Almefkem-D Tablet
1499,Adilan 40mg Tablet SR
1500,Armist Nasal Spray
1501,AFM Tablet
1502,Amicon Plus 12.5mg/5mg Tablet
1503,Aerocort 100mcg/50mcg Inhaler
1504,Acelopara Tablet
1505,Azel 40mg Capsule
1506,Azovas T 40 Tablet
1507,Apexitra 200 Capsule
1508,Abmac Tablet
1509,Amicon 25mg Tablet
1510,Amcik 500mg/125mg Tablet
1511,Axinerve-P Tablet SR
1512,Alkem Ketorolac 100mg Injection
1513,Arvast Gold 75mg/20mg/75mg Capsule
1514,Arkapres 100 Tablet
1515,Azact LB 250mg Tablet
1516,Atroped 0.01% Eye Drop
1517,Amrolstar Cream
1518,Amitop 25 Tablet
1519,Anxol Tablet
1520,Adilin 40mg Tablet SR
1521,Altispor 200 Capsule
1522,Aldo 5mg Tablet
1523,Anto 40mg Tablet
1524,Acton Prolongatum 60IU Injection
1525,Amazeo OD 200 Tablet SR
1526,Alcinac P 100mg/325mg Tablet
1527,Aginal 5 Tablet
1528,Alkof Syrup
1529,Agrippal S1 Injection
1530,Aten-H 25 Tablet
1531,Amox AR 500 mg/30 mg Tablet
1532,Augumed 625mg Tablet
1533,Acemyoset P Tablet
1534,Ampoxin LB Capsule
1535,Azimax 100 Dry Syrup
1536,Avillin 25mg Injection
1537,Azilura 40 Tablet
1538,Azulix 0.5 MF Tablet PR
1539,Alkazar Liquid
1540,Amintoz Injection
1541,Abrophyll-DM Tablet
1542,Atorec CV 20 Capsule
1543,Atropine Eye Ointment
1544,Amclox Capsule
1545,Ascapil Mono 6mg Tablet DT
1546,Atormac TG Tablet
1547,Aplevant 1.5mg Pre-filled Pen (0.5ml Each)
1548,Azilup 250mg Tablet
1549,Amoxycillin 125mg Oral Suspension
1550,Asomex-D 5 Tablet
1551,Ambropil BR Syrup
1552,Aprizol 5mg Tablet
1553,Arip 5mg Tablet
1554,Acebran Plus 100mg/600mg Tablet
1555,Azerva 10 Tablet
1556,Acnewar Gel
1557,Alzam 1mg Tablet
1558,Ambulex M Tablet
1559,Altonil Syrup
1560,Acmerose-F Tablet
1561,Aquaray Plus  Eye Drop
1562,Alphadopa 500 Tablet
1563,Azithioprine 50mg Tablet
1564,Accunac 0.1% Eye Drop
1565,Avva 250mg Tablet
1566,Azileo 500mg Tablet
1567,Anxozap 15 Tablet
1568,Alfence Tablet
1569,Alfatam-D Tablet MR
1570,Actiheal Tablet
1571,Asmita Tablet
1572,Atorsave 20 Tablet
1573,Azerva 40 Tablet
1574,Aplev M 5mg/10mg Tablet
1575,Azith 500mg Tablet
1576,Atm OF 500 mg/400 mg Tablet
1577,Addwet Eye Drop
1578,Amlosafe-LS 5/5 Tablet
1579,Anaflam TH  8 Tablet
1580,AF 50 Tablet DT
1581,Azulix 3 Tablet
1582,Atorfit CV 40 Capsule
1583,Amlodac M 25 Tablet PR
1584,Atrest 12.5 Tablet
1585,Amlox 250 mg/250 mg Capsule
1586,Avoprost 8mg Capsule
1587,Antixa 300mg Injection
1588,Abel 80 Tablet
1589,Aldigesic Spas 80mg/100mg Tablet
1590,ATZ 50 Tablet
1591,Almotan 6.25 Tablet
1592,Axogurd  Capsule
1593,Azilac 500mg Tablet
1594,Acebrofact-M Tablet SR
1595,Atonide-H Cream
1596,Alka KCL Syrup
1597,Actifed 25 mg/2.5 mg Tablet
1598,Aldryl Syrup
1599,Atchol CV 10mg/75mg Tablet
1600,Anadom 10 mg/500 mg Tablet
1601,Apc Tablet
1602,Atm-A Gel
1603,Avacard-AT Tablet
1604,Arip MT 20 Tablet
1605,Ampilox-LB Capsule
1606,Amisant 100 Tablet
1607,Acifin Plus Tablet
1608,Amigold 50 Tablet
1609,Augulab 500mg/125mg Tablet
1610,Amlovas LS Tablet
1611,Acetik Ear Drop
1612,Alzil M Forte Tablet
1613,Abortab 200mg Tablet
1614,Amigaba LS Tablet
1615,Auxisoda-DS Tablet
1616,Apxenta 10 Tablet
1617,Arvast-CF Capsule DR
1618,Amiwel 10 Tablet
1619,Atorec 40 Tablet
1620,Algesia P 100 mg/500 mg Tablet
1621,Altacef 1.5gm Injection
1622,Alkamax MB 6 Syrup
1623,Apitat Syrup
1624,Augmentin 500mg/100mg Injection
1625,Aceron MR 100 mg/4 mg Tablet
1626,Aquadol Spas 20mg/50mg Injection
1627,Ampoxin Kid 125 mg/125 mg Tablet
1628,Auxerg Cream
1629,Actavir 400 Tablet
1630,Afitra Cream
1631,Augmentin 250mg/50mg Injection
1632,Anaero Gel
1633,Abvida-M 50mg/1000mg Tablet
1634,Amoxible-CL 625 Tablet
1635,Advent 600mg Injection
1636,Atorva Asp 150 Capsule
1637,Amazeo OD 400 Tablet
1638,Advog 0.3 Tablet
1639,Alinol 10 Tablet
1640,Atorin 10 Tablet
1641,Alocet-M Tablet
1642,Atecard 50 Tablet
1643,Aricof-D Syrup
1644,Acutret 30 Capsule
1645,Azibact 250 Tablet
1646,Aerotrop-F Inhaler
1647,Arimidex 1mg Tablet
1648,Avilox 250mg Tablet
1649,Atorsave Gold 20mg Tablet
1650,Arnicide AZ 500mg Tablet
1651,Aquamet 50mcg Nasal Spray
1652,Aceclodus P 100 mg/500 mg Tablet
1653,Ablife 100 Capsule
1654,Akme CT 10 Tablet
1655,Altoran-CH 12.5 Tablet
1656,Amoxyclav 875mg/125mg Tablet
1657,Acnay Gel
1658,Azuvas 40 Tablet
1659,Aclasta 5mg/100ml Infusion
1660,Atocor 5 Tablet
1661,Alizap 30mg Tablet
1662,Axl 500mg Tablet
1663,Abamune Tablet
1664,Afoglip Tablet
1665,Aciban DSR Capsule
1666,Atm LX 500 mg/500 mg Tablet
1667,Allercool Eye Drop
1668,Alciflox D Eye Drop
1669,Azac 20% Cream
1670,Azimed 500mg Tablet
1671,Amoxil 500mg Injection
1672,Ambril Syrup
1673,Astin 40 Tablet
1674,Aldopam 500mg Injection
1675,Actiglipt 20mg Tablet
1676,Amlosafe 10 Tablet
1677,Akme-Entoquol Tablet
1678,Albucid 30% Eye Drop
1679,AT SP Tablet
1680,Alivher ES Tablet
1681,Anafranil 25mg Tablet
1682,Angizem 30 Tablet MR
1683,Aldactone T 5 Tablet
1684,Alvonide 0.5mg Respules
1685,Arthopan 250mg Tablet
1686,Actifed DM  Syrup
1687,Asthalin SA 4mg Tablet
1688,Acetik-HC Ear Drop
1689,Amphoclav A 625mg Tablet
1690,Asthakind Drop
1691,Aceloflam MR Tablet
1692,Alexofer-XT Tablet
1693,Andriol 40mg Capsule
1694,Aequimycin 500mg Tablet
1695,Azimac 500mg Tablet
1696,Azkin LB 500 Tablet
1697,A-Phyl 100 Capsule
1698,Amonext Cream
1699,Actacrez 2.25g Injection
1700,Avapar Tablet
1701,Altonil 10 Tablet
1702,Auroprost-RT Eye Drop
1703,Abamune L 600 mg/300 mg Tablet
1704,Atormac 20 Tablet
1705,Atropen P Eye Drop
1706,Atropine Sulphate 1% Eye Ointment
1707,Avpred 16mg Tablet
1708,Alkamed Syrup
1709,Alwiz 40 Tablet
1710,Aspidot 75mg Tablet
1711,Arbitel 80 Tablet
1712,Azithral 250mg DT Tablet
1713,Azeldip 8mg Tablet
1714,Aziwok 100 Liquid
1715,Acnesol CL Gel
1716,Amlo AT 5 mg/50 mg Tablet
1717,Allergin 10mg Tablet
1718,Alsame 400mg Tablet
1719,Arpizol 30 Tablet
1720,Angidine Retard Tablet MR
1721,Alkepin Odt 50mg Tablet
1722,Amcold 5 mg/60 mg Tablet
1723,Albutamol Plus Tablet
1724,Arvast Gold 10 Capsule
1725,Atormac 40 Tablet
1726,Aztrone 2gm Injection
1727,Amitrip 10mg Tablet
1728,Arigaba NT 100 Tablet
1729,Azitas 500mg Tablet
1730,Atherochek 10 Tablet
1731,Alphadopa L Tablet
1732,ATM XL 100mg/5ml Syrup
1733,Atext 25mg Tablet PR
1734,Amifru-S Tablet
1735,Akilos Tablet MR
1736,Avil Advance Tablet
1737,Aztric CT 12.5 Tablet
1738,Aziwok 200 Liquid Mango
1739,Abendol 400mg Tablet
1740,Allerde 5mg Tablet
1741,Acbro 3D 10mg/120mg/200mg Tablet SR
1742,Alkapen Syrup
1743,Alday Active 5mg Tablet
1744,Atorsave D 20 Tablet
1745,Apriglim-M 0.5 Tablet SR
1746,Amigaba 300 mg/10 mg Tablet
1747,Adapero Gel
1748,Atorlip-F 5mg/145mg Tablet
1749,Aquaviron Injection 1ml
